DAY,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,AVG
08-05,85.0,85.0,79.0,85.0,92.0,92.0,92.0,86.0,87.0,86.0,94.0,81.0,83.0,92.0,87.0
08-06,80.0,90.0,82.0,86.0,90.0,89.0,92.0,90.0,74.0,87.0,90.0,84.0,83.0,95.0,87.0
08-07,83.0,88.0,83.0,86.0,82.0,76.0,93.0,95.0,85.0,89.0,86.0,89.0,85.0,96.0,87.0
08-08,77.0,86.0,86.0,82.0,84.0,82.0,92.0,99.0,88.0,87.0,85.0,90.0,87.0,93.0,87.0
08-09,77.0,84.0,88.0,81.0,88.0,84.0,88.0,95.0,88.0,91.0,86.0,84.0,89.0,88.0,86.0
08-10,74.0,81.0,88.0,85.0,90.0,86.0,89.0,97.0,87.0,93.0,87.0,83.0,89.0,86.0,87.0
08-11,74.0,80.0,92.0,90.0,92.0,89.0,89.0,96.0,88.0,90.0,76.0,84.0,85.0,87.0,87.0
08-12,74.0,84.0,94.0,92.0,90.0,90.0,87.0,94.0,91.0,82.0,81.0,88.0,83.0,89.0,87.0
08-13,80.0,81.0,93.0,92.0,81.0,92.0,84.0,94.0,90.0,78.0,91.0,91.0,84.0,85.0,87.0
08-14,79.0,81.0,91.0,91.0,86.0,93.0,90.0,95.0,90.0,81.0,92.0,91.0,82.0,88.0,88.0
08-15,75.0,84.0,88.0,88.0,87.0,93.0,92.0,89.0,89.0,86.0,93.0,90.0,79.0,85.0,87.0
08-16,81.0,83.0,91.0,88.0,88.0,87.0,93.0,89.0,88.0,89.0,95.0,89.0,82.0,78.0,87.0
08-17,82.0,83.0,91.0,87.0,90.0,85.0,95.0,82.0,90.0,89.0,93.0,87.0,87.0,82.0,87.0
08-18,81.0,84.0,92.0,89.0,92.0,83.0,93.0,86.0,89.0,83.0,92.0,84.0,89.0,87.0,87.0
08-19,83.0,88.0,88.0,90.0,92.0,90.0,88.0,87.0,88.0,68.0,92.0,84.0,87.0,90.0,87.0
08-20,86.0,88.0,90.0,89.0,95.0,92.0,90.0,86.0,92.0,80.0,90.0,83.0,85.0,89.0,88.0
08-21,87.0,89.0,94.0,91.0,94.0,91.0,92.0,81.0,80.0,70.0,87.0,78.0,82.0,85.0,86.0
08-22,88.0,84.0,92.0,90.0,80.0,84.0,95.0,77.0,86.0,75.0,89.0,76.0,87.0,79.0,84.0
08-23,81.0,82.0,90.0,90.0,84.0,87.0,98.0,79.0,83.0,79.0,89.0,72.0,89.0,81.0,85.0
08-24,79.0,78.0,95.0,90.0,86.0,93.0,98.0,82.0,76.0,83.0,92.0,82.0,85.0,84.0,86.0
08-25,85.0,80.0,83.0,86.0,80.0,91.0,94.0,84.0,67.0,78.0,81.0,80.0,89.0,80.0,83.0
08-26,88.0,82.0,83.0,81.0,90.0,88.0,90.0,87.0,80.0,74.0,83.0,76.0,93.0,82.0,84.0
08-27,91.0,85.0,90.0,85.0,94.0,81.0,93.0,87.0,85.0,81.0,85.0,76.0,92.0,84.0,86.0
08-28,92.0,87.0,92.0,93.0,96.0,81.0,93.0,88.0,87.0,84.0,91.0,79.0,92.0,85.0,89.0
08-29,93.0,88.0,93.0,87.0,93.0,79.0,93.0,86.0,81.0,86.0,90.0,85.0,94.0,86.0,88.0
08-30,90.0,86.0,91.0,85.0,93.0,78.0,94.0,85.0,77.0,87.0,88.0,88.0,93.0,88.0,87.0
08-31,88.0,82.0,90.0,77.0,86.0,82.0,93.0,84.0,76.0,86.0,86.0,85.0,90.0,86.0,85.0
09-01,87.0,89.0,91.0,81.0,86.0,88.0,94.0,81.0,83.0,86.0,84.0,81.0,92.0,84.0,86.0
09-02,83.0,81.0,93.0,85.0,87.0,92.0,89.0,86.0,84.0,87.0,84.0,78.0,90.0,82.0,86.0
09-03,80.0,84.0,90.0,87.0,88.0,93.0,91.0,86.0,87.0,88.0,84.0,82.0,90.0,82.0,87.0
09-04,81.0,85.0,88.0,89.0,85.0,91.0,92.0,81.0,89.0,81.0,81.0,79.0,94.0,80.0,85.0
09-05,84.0,85.0,85.0,91.0,73.0,89.0,88.0,86.0,88.0,80.0,79.0,82.0,90.0,82.0,84.0
09-06,87.0,85.0,83.0,92.0,82.0,87.0,83.0,86.0,89.0,85.0,81.0,82.0,88.0,85.0,85.0
09-07,87.0,74.0,85.0,85.0,83.0,84.0,89.0,78.0,79.0,81.0,82.0,76.0,88.0,90.0,83.0
09-08,83.0,75.0,89.0,82.0,84.0,80.0,88.0,87.0,69.0,73.0,88.0,82.0,81.0,91.0,82.0
09-09,81.0,70.0,88.0,84.0,84.0,76.0,81.0,83.0,66.0,76.0,90.0,85.0,75.0,90.0,81.0
09-10,77.0,79.0,88.0,76.0,88.0,79.0,80.0,75.0,67.0,81.0,83.0,89.0,85.0,88.0,81.0
09-11,77.0,82.0,88.0,79.0,88.0,85.0,80.0,65.0,71.0,83.0,92.0,86.0,89.0,88.0,82.0
09-12,76.0,82.0,90.0,82.0,87.0,85.0,78.0,78.0,79.0,87.0,86.0,80.0,89.0,86.0,83.0
09-13,76.0,77.0,89.0,84.0,83.0,90.0,72.0,81.0,82.0,84.0,86.0,77.0,86.0,86.0,82.0
09-14,77.0,75.0,87.0,86.0,82.0,88.0,74.0,79.0,83.0,85.0,80.0,78.0,78.0,89.0,82.0
09-15,80.0,71.0,87.0,88.0,80.0,87.0,73.0,83.0,84.0,87.0,77.0,80.0,77.0,92.0,82.0
09-16,79.0,71.0,84.0,80.0,81.0,89.0,76.0,84.0,85.0,81.0,78.0,80.0,78.0,88.0,81.0
09-17,81.0,75.0,77.0,77.0,82.0,90.0,78.0,83.0,85.0,80.0,81.0,83.0,79.0,89.0,81.0
09-18,82.0,77.0,78.0,80.0,83.0,90.0,82.0,86.0,83.0,83.0,85.0,87.0,79.0,89.0,83.0
09-19,87.0,78.0,79.0,81.0,83.0,93.0,86.0,86.0,84.0,83.0,86.0,86.0,78.0,73.0,83.0
09-20,89.0,73.0,78.0,82.0,85.0,89.0,87.0,88.0,83.0,84.0,88.0,71.0,79.0,85.0,83.0
09-21,82.0,73.0,81.0,80.0,89.0,85.0,87.0,89.0,82.0,81.0,80.0,79.0,75.0,86.0,82.0
09-22,84.0,71.0,69.0,81.0,79.0,78.0,88.0,86.0,71.0,82.0,76.0,70.0,70.0,86.0,78.0
09-23,83.0,69.0,67.0,83.0,78.0,79.0,88.0,85.0,78.0,84.0,84.0,67.0,67.0,85.0,78.0
09-24,81.0,74.0,70.0,86.0,82.0,83.0,83.0,83.0,80.0,87.0,90.0,72.0,66.0,83.0,80.0
09-25,83.0,80.0,75.0,85.0,85.0,89.0,83.0,80.0,76.0,86.0,89.0,74.0,72.0,83.0,81.0
09-26,86.0,83.0,79.0,85.0,89.0,90.0,80.0,80.0,71.0,83.0,86.0,79.0,73.0,86.0,82.0
09-27,81.0,84.0,80.0,84.0,90.0,92.0,86.0,81.0,67.0,70.0,87.0,71.0,74.0,88.0,81.0
09-28,80.0,84.0,74.0,84.0,88.0,90.0,87.0,83.0,73.0,68.0,85.0,74.0,77.0,86.0,81.0
09-29,79.0,86.0,72.0,83.0,84.0,92.0,90.0,82.0,78.0,71.0,89.0,71.0,80.0,83.0,81.0
09-30,84.0,84.0,78.0,82.0,74.0,91.0,84.0,85.0,80.0,75.0,88.0,73.0,80.0,82.0,81.0
10-01,82.0,82.0,71.0,83.0,73.0,86.0,80.0,87.0,79.0,73.0,85.0,76.0,78.0,72.0,79.0
10-02,80.0,78.0,79.0,82.0,76.0,82.0,80.0,87.0,76.0,75.0,78.0,74.0,73.0,71.0,78.0
10-03,79.0,79.0,76.0,74.0,72.0,80.0,77.0,86.0,74.0,81.0,75.0,67.0,77.0,72.0,76.0
10-04,76.0,81.0,76.0,66.0,68.0,77.0,73.0,81.0,68.0,81.0,71.0,70.0,81.0,71.0,74.0
10-05,78.0,79.0,71.0,70.0,64.0,66.0,62.0,80.0,68.0,80.0,64.0,71.0,83.0,70.0,72.0
10-06,82.0,73.0,59.0,74.0,69.0,67.0,57.0,77.0,77.0,81.0,61.0,71.0,79.0,66.0,71.0
10-07,81.0,71.0,67.0,80.0,62.0,68.0,57.0,79.0,79.0,77.0,70.0,78.0,81.0,58.0,72.0
10-08,76.0,71.0,76.0,83.0,67.0,72.0,61.0,77.0,73.0,66.0,79.0,64.0,77.0,56.0,71.0
10-09,70.0,67.0,80.0,78.0,72.0,74.0,65.0,77.0,66.0,74.0,79.0,77.0,68.0,64.0,72.0
10-10,66.0,66.0,80.0,72.0,74.0,72.0,72.0,74.0,50.0,77.0,77.0,77.0,74.0,64.0,71.0
10-11,69.0,71.0,80.0,58.0,68.0,76.0,77.0,70.0,64.0,79.0,82.0,77.0,78.0,62.0,72.0
10-12,71.0,75.0,75.0,54.0,67.0,78.0,80.0,57.0,69.0,79.0,85.0,77.0,77.0,69.0,72.0
10-13,75.0,68.0,65.0,60.0,66.0,80.0,83.0,68.0,66.0,73.0,85.0,78.0,76.0,60.0,72.0
10-14,75.0,61.0,68.0,70.0,73.0,80.0,85.0,75.0,66.0,78.0,86.0,80.0,78.0,63.0,74.0
10-15,70.0,61.0,72.0,74.0,80.0,80.0,84.0,79.0,66.0,76.0,84.0,79.0,80.0,59.0,75.0
10-16,68.0,65.0,64.0,77.0,83.0,78.0,82.0,81.0,65.0,76.0,76.0,76.0,81.0,45.0,73.0
10-17,73.0,58.0,62.0,80.0,85.0,71.0,81.0,81.0,70.0,72.0,71.0,75.0,82.0,59.0,73.0
10-18,57.0,59.0,68.0,79.0,81.0,68.0,80.0,79.0,70.0,77.0,69.0,75.0,80.0,64.0,72.0
10-19,60.0,64.0,79.0,77.0,75.0,71.0,80.0,83.0,72.0,75.0,67.0,76.0,78.0,68.0,73.0
10-20,71.0,72.0,76.0,77.0,63.0,65.0,78.0,75.0,75.0,73.0,55.0,79.0,71.0,72.0,72.0
10-21,73.0,68.0,59.0,78.0,68.0,55.0,75.0,71.0,73.0,74.0,63.0,81.0,69.0,72.0,70.0
10-22,73.0,71.0,63.0,69.0,72.0,54.0,79.0,69.0,75.0,76.0,64.0,81.0,78.0,69.0,71.0
10-23,70.0,75.0,77.0,73.0,73.0,59.0,80.0,68.0,76.0,78.0,68.0,79.0,86.0,70.0,74.0
10-24,71.0,57.0,78.0,77.0,75.0,63.0,78.0,67.0,75.0,81.0,72.0,73.0,81.0,71.0,73.0
10-25,68.0,64.0,78.0,81.0,70.0,58.0,72.0,67.0,73.0,78.0,69.0,71.0,79.0,73.0,72.0
10-26,67.0,59.0,76.0,85.0,68.0,62.0,62.0,65.0,73.0,73.0,72.0,78.0,78.0,72.0,71.0
10-27,66.0,70.0,75.0,81.0,62.0,60.0,63.0,73.0,74.0,72.0,74.0,80.0,77.0,79.0,72.0
10-28,62.0,73.0,79.0,82.0,40.0,71.0,70.0,76.0,62.0,73.0,70.0,77.0,75.0,78.0,71.0
10-29,65.0,68.0,77.0,80.0,49.0,75.0,75.0,76.0,54.0,76.0,60.0,77.0,77.0,74.0,70.0
10-30,66.0,67.0,72.0,78.0,62.0,67.0,75.0,76.0,56.0,77.0,62.0,75.0,71.0,68.0,69.0
10-31,68.0,65.0,70.0,79.0,72.0,64.0,75.0,76.0,61.0,75.0,70.0,70.0,68.0,61.0,70.0
11-01,73.0,64.0,71.0,78.0,79.0,70.0,71.0,72.0,67.0,63.0,75.0,63.0,67.0,65.0,70.0
11-02,71.0,68.0,70.0,70.0,81.0,74.0,59.0,69.0,71.0,55.0,70.0,69.0,65.0,69.0,69.0
11-03,67.0,71.0,74.0,67.0,81.0,76.0,67.0,70.0,65.0,56.0,60.0,65.0,65.0,69.0,68.0
11-04,67.0,68.0,75.0,61.0,78.0,74.0,61.0,75.0,61.0,61.0,45.0,67.0,67.0,67.0,66.0
11-05,67.0,67.0,76.0,53.0,76.0,74.0,43.0,76.0,58.0,69.0,51.0,67.0,64.0,69.0,65.0
11-06,67.0,73.0,78.0,60.0,73.0,71.0,46.0,82.0,64.0,72.0,57.0,70.0,63.0,69.0,68.0
11-07,69.0,78.0,76.0,65.0,72.0,67.0,41.0,75.0,69.0,74.0,60.0,72.0,64.0,69.0,68.0
11-08,71.0,76.0,76.0,68.0,68.0,60.0,50.0,68.0,70.0,75.0,63.0,72.0,67.0,63.0,68.0
11-09,70.0,68.0,81.0,58.0,67.0,52.0,57.0,56.0,71.0,74.0,61.0,71.0,70.0,60.0,65.0
11-10,68.0,65.0,55.0,50.0,74.0,54.0,57.0,42.0,68.0,69.0,50.0,70.0,70.0,63.0,61.0
11-11,54.0,63.0,50.0,55.0,73.0,53.0,56.0,44.0,74.0,66.0,52.0,69.0,71.0,51.0,59.0
11-12,63.0,58.0,73.0,64.0,62.0,56.0,59.0,58.0,74.0,64.0,60.0,67.0,70.0,49.0,63.0
11-13,68.0,61.0,72.0,71.0,53.0,60.0,55.0,64.0,71.0,63.0,62.0,70.0,74.0,53.0,64.0
11-14,69.0,63.0,73.0,71.0,53.0,58.0,55.0,64.0,69.0,57.0,63.0,74.0,72.0,57.0,64.0
11-15,56.0,60.0,66.0,68.0,51.0,62.0,59.0,58.0,62.0,61.0,53.0,78.0,69.0,63.0,62.0
11-16,63.0,71.0,70.0,73.0,61.0,61.0,60.0,67.0,53.0,51.0,44.0,70.0,72.0,61.0,63.0
11-17,64.0,71.0,74.0,75.0,64.0,63.0,64.0,64.0,57.0,54.0,52.0,54.0,60.0,62.0,63.0
11-18,60.0,70.0,75.0,73.0,65.0,66.0,59.0,60.0,65.0,60.0,61.0,60.0,61.0,61.0,64.0
11-19,65.0,70.0,75.0,70.0,63.0,62.0,55.0,63.0,62.0,62.0,67.0,69.0,62.0,61.0,65.0
11-20,61.0,69.0,67.0,70.0,65.0,64.0,56.0,67.0,54.0,62.0,67.0,63.0,67.0,60.0,64.0
11-21,66.0,70.0,61.0,67.0,60.0,61.0,52.0,68.0,52.0,57.0,62.0,52.0,73.0,64.0,62.0
11-22,62.0,68.0,62.0,66.0,62.0,45.0,60.0,68.0,43.0,61.0,65.0,56.0,75.0,53.0,60.0
11-23,64.0,65.0,50.0,65.0,58.0,45.0,67.0,71.0,43.0,51.0,66.0,60.0,78.0,58.0,60.0
11-24,65.0,61.0,51.0,66.0,58.0,46.0,56.0,69.0,45.0,55.0,62.0,59.0,77.0,58.0,59.0
11-25,63.0,57.0,56.0,58.0,63.0,41.0,59.0,68.0,54.0,60.0,55.0,62.0,78.0,54.0,59.0
11-26,55.0,55.0,60.0,51.0,66.0,53.0,62.0,66.0,57.0,68.0,51.0,56.0,80.0,58.0,60.0
11-27,39.0,50.0,62.0,49.0,63.0,57.0,64.0,66.0,52.0,71.0,43.0,45.0,68.0,62.0,56.0
11-28,44.0,44.0,57.0,52.0,54.0,40.0,71.0,65.0,57.0,73.0,48.0,41.0,63.0,61.0,55.0
11-29,66.0,37.0,61.0,58.0,51.0,40.0,69.0,64.0,58.0,67.0,46.0,42.0,60.0,54.0,55.0
11-30,57.0,42.0,52.0,64.0,53.0,48.0,65.0,63.0,58.0,60.0,49.0,46.0,65.0,46.0,55.0
12-01,63.0,58.0,47.0,66.0,59.0,61.0,42.0,65.0,55.0,58.0,53.0,43.0,66.0,48.0,56.0
12-02,58.0,51.0,48.0,65.0,56.0,66.0,40.0,62.0,64.0,59.0,59.0,44.0,66.0,44.0,56.0
12-03,54.0,49.0,63.0,60.0,47.0,67.0,34.0,62.0,56.0,54.0,61.0,52.0,65.0,46.0,55.0
12-04,45.0,57.0,67.0,53.0,44.0,64.0,35.0,65.0,48.0,52.0,61.0,59.0,54.0,50.0,54.0
12-05,47.0,58.0,68.0,57.0,47.0,65.0,35.0,69.0,37.0,56.0,59.0,57.0,55.0,58.0,55.0
12-06,49.0,62.0,58.0,60.0,44.0,63.0,37.0,62.0,38.0,55.0,53.0,52.0,57.0,46.0,53.0
12-07,47.0,63.0,49.0,52.0,43.0,61.0,43.0,61.0,36.0,61.0,63.0,49.0,50.0,52.0,52.0
12-08,45.0,75.0,41.0,49.0,37.0,59.0,49.0,60.0,38.0,58.0,68.0,54.0,61.0,57.0,54.0
12-09,48.0,47.0,37.0,49.0,36.0,63.0,52.0,55.0,36.0,60.0,63.0,55.0,62.0,56.0,51.0
12-10,57.0,,41.0,58.0,39.0,63.0,55.0,51.0,44.0,62.0,66.0,60.0,61.0,51.0,54.0
12-11,59.0,37.0,41.0,65.0,46.0,62.0,53.0,54.0,48.0,60.0,52.0,61.0,56.0,61.0,54.0
12-12,53.0,54.0,44.0,55.0,45.0,67.0,41.0,55.0,55.0,57.0,45.0,58.0,65.0,57.0,54.0
12-13,53.0,60.0,45.0,48.0,45.0,71.0,41.0,51.0,54.0,48.0,52.0,60.0,64.0,54.0,53.0
12-14,49.0,62.0,40.0,39.0,47.0,65.0,40.0,41.0,52.0,47.0,39.0,64.0,57.0,52.0,50.0
12-15,42.0,64.0,43.0,40.0,51.0,54.0,45.0,36.0,60.0,53.0,36.0,65.0,61.0,62.0,51.0
12-16,49.0,58.0,51.0,38.0,52.0,45.0,48.0,40.0,64.0,53.0,40.0,51.0,53.0,61.0,50.0
12-17,45.0,44.0,53.0,47.0,56.0,45.0,53.0,45.0,62.0,43.0,48.0,42.0,52.0,55.0,49.0
12-18,48.0,39.0,53.0,40.0,58.0,48.0,43.0,46.0,61.0,46.0,58.0,46.0,57.0,56.0,50.0
12-19,59.0,37.0,49.0,47.0,55.0,54.0,45.0,35.0,51.0,50.0,57.0,54.0,58.0,65.0,51.0
12-20,61.0,43.0,50.0,48.0,49.0,52.0,43.0,46.0,45.0,54.0,46.0,54.0,57.0,66.0,51.0
12-21,61.0,49.0,40.0,52.0,51.0,49.0,48.0,49.0,48.0,59.0,50.0,56.0,42.0,58.0,51.0
12-22,66.0,36.0,42.0,45.0,44.0,54.0,37.0,55.0,49.0,63.0,43.0,54.0,49.0,61.0,50.0
12-23,66.0,50.0,53.0,38.0,41.0,43.0,45.0,53.0,52.0,50.0,48.0,48.0,56.0,60.0,50.0
12-24,66.0,57.0,59.0,41.0,43.0,53.0,50.0,47.0,60.0,53.0,49.0,45.0,65.0,59.0,53.0
12-25,64.0,60.0,38.0,43.0,43.0,57.0,55.0,38.0,55.0,45.0,40.0,34.0,63.0,50.0,49.0
12-26,61.0,63.0,43.0,39.0,41.0,48.0,56.0,45.0,56.0,39.0,36.0,36.0,61.0,48.0,48.0
12-27,56.0,52.0,33.0,34.0,45.0,50.0,58.0,41.0,60.0,40.0,45.0,47.0,67.0,38.0,48.0
12-28,65.0,39.0,40.0,48.0,42.0,51.0,63.0,41.0,51.0,45.0,43.0,51.0,69.0,36.0,49.0
12-29,57.0,43.0,43.0,55.0,48.0,40.0,67.0,44.0,51.0,51.0,42.0,59.0,71.0,39.0,51.0
12-30,57.0,53.0,54.0,59.0,40.0,36.0,68.0,43.0,56.0,47.0,44.0,55.0,69.0,50.0,52.0
12-31,53.0,55.0,50.0,60.0,44.0,22.0,65.0,34.0,61.0,37.0,48.0,48.0,60.0,32.0,48.0
