DAY,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,AVG
08-04,90.0,78.0,88.0,90.0,99.0,92.0,94.0,92.0,84.0,88.0,97.0,88.0,88.0,94.0,90.0
08-05,90.0,88.0,83.0,85.0,97.0,94.0,97.0,93.0,86.0,91.0,99.0,87.0,91.0,100.0,92.0
08-06,85.0,92.0,80.0,87.0,93.0,89.0,97.0,93.0,77.0,93.0,94.0,92.0,92.0,101.0,90.0
08-07,85.0,91.0,86.0,88.0,89.0,72.0,98.0,94.0,83.0,93.0,91.0,93.0,94.0,101.0,90.0
08-08,86.0,89.0,89.0,86.0,88.0,83.0,96.0,99.0,89.0,92.0,80.0,95.0,95.0,98.0,90.0
08-09,86.0,85.0,91.0,87.0,91.0,86.0,94.0,98.0,91.0,95.0,87.0,94.0,95.0,99.0,91.0
08-10,86.0,90.0,94.0,92.0,94.0,92.0,91.0,98.0,91.0,95.0,85.0,86.0,90.0,93.0,91.0
08-11,84.0,90.0,93.0,94.0,95.0,95.0,94.0,95.0,88.0,91.0,89.0,88.0,87.0,92.0,91.0
08-12,86.0,82.0,97.0,97.0,93.0,94.0,96.0,97.0,89.0,87.0,81.0,93.0,86.0,97.0,91.0
08-13,86.0,86.0,98.0,96.0,79.0,96.0,93.0,95.0,92.0,79.0,94.0,95.0,90.0,97.0,91.0
08-14,87.0,88.0,93.0,97.0,90.0,97.0,86.0,94.0,93.0,87.0,96.0,96.0,90.0,94.0,92.0
08-15,84.0,85.0,93.0,96.0,91.0,95.0,94.0,93.0,91.0,88.0,95.0,95.0,83.0,89.0,91.0
08-16,88.0,85.0,93.0,91.0,93.0,89.0,96.0,94.0,95.0,93.0,98.0,92.0,88.0,88.0,92.0
08-17,89.0,86.0,91.0,84.0,94.0,93.0,97.0,90.0,93.0,97.0,97.0,90.0,92.0,91.0,92.0
08-18,89.0,87.0,91.0,90.0,96.0,91.0,94.0,93.0,91.0,91.0,97.0,84.0,94.0,90.0,91.0
08-19,85.0,94.0,94.0,93.0,96.0,95.0,87.0,91.0,93.0,74.0,95.0,87.0,93.0,97.0,91.0
08-20,88.0,90.0,93.0,93.0,97.0,93.0,91.0,90.0,96.0,82.0,96.0,92.0,91.0,95.0,92.0
08-21,92.0,90.0,97.0,95.0,99.0,97.0,95.0,89.0,93.0,82.0,92.0,86.0,90.0,87.0,92.0
08-22,86.0,83.0,96.0,94.0,87.0,93.0,95.0,84.0,85.0,83.0,93.0,82.0,93.0,77.0,88.0
08-23,85.0,89.0,94.0,94.0,86.0,92.0,99.0,82.0,90.0,84.0,93.0,78.0,93.0,88.0,89.0
08-24,88.0,84.0,97.0,92.0,86.0,89.0,99.0,86.0,79.0,87.0,93.0,86.0,88.0,87.0,89.0
08-25,86.0,84.0,91.0,86.0,87.0,91.0,96.0,90.0,76.0,88.0,85.0,82.0,92.0,78.0,87.0
08-26,92.0,88.0,90.0,82.0,91.0,92.0,95.0,90.0,83.0,81.0,89.0,79.0,97.0,90.0,88.0
08-27,95.0,88.0,84.0,90.0,94.0,88.0,98.0,93.0,87.0,80.0,83.0,75.0,98.0,91.0,89.0
08-28,95.0,90.0,91.0,96.0,94.0,88.0,97.0,93.0,88.0,85.0,93.0,79.0,98.0,92.0,91.0
08-29,96.0,91.0,95.0,94.0,96.0,87.0,99.0,95.0,87.0,87.0,95.0,86.0,98.0,94.0,93.0
08-30,95.0,88.0,95.0,88.0,94.0,84.0,99.0,92.0,85.0,92.0,92.0,89.0,95.0,94.0,92.0
08-31,93.0,87.0,93.0,77.0,89.0,88.0,93.0,89.0,82.0,91.0,83.0,91.0,95.0,94.0,89.0
09-01,91.0,90.0,95.0,86.0,91.0,90.0,93.0,86.0,86.0,93.0,85.0,87.0,96.0,79.0,89.0
09-02,87.0,85.0,91.0,86.0,90.0,91.0,89.0,90.0,90.0,94.0,81.0,85.0,95.0,84.0,88.0
09-03,86.0,83.0,90.0,89.0,92.0,94.0,94.0,83.0,90.0,94.0,82.0,89.0,97.0,83.0,89.0
09-04,86.0,86.0,90.0,89.0,88.0,95.0,93.0,88.0,92.0,77.0,81.0,88.0,98.0,83.0,88.0
09-05,89.0,88.0,90.0,91.0,75.0,96.0,90.0,89.0,90.0,87.0,82.0,90.0,96.0,88.0,89.0
09-06,90.0,87.0,89.0,93.0,85.0,91.0,78.0,91.0,92.0,92.0,85.0,89.0,94.0,89.0,89.0
09-07,92.0,73.0,90.0,84.0,84.0,83.0,87.0,82.0,86.0,89.0,85.0,80.0,95.0,90.0,86.0
09-08,76.0,78.0,90.0,91.0,87.0,86.0,87.0,87.0,73.0,81.0,86.0,89.0,88.0,92.0,85.0
09-09,86.0,79.0,93.0,84.0,84.0,82.0,71.0,86.0,68.0,83.0,90.0,91.0,77.0,94.0,83.0
09-10,83.0,82.0,91.0,83.0,86.0,83.0,78.0,85.0,76.0,84.0,92.0,93.0,87.0,94.0,86.0
09-11,83.0,85.0,90.0,80.0,84.0,86.0,80.0,72.0,78.0,87.0,92.0,91.0,92.0,92.0,85.0
09-12,82.0,84.0,92.0,82.0,87.0,89.0,79.0,79.0,82.0,90.0,93.0,85.0,93.0,92.0,86.0
09-13,82.0,80.0,92.0,84.0,80.0,89.0,75.0,79.0,83.0,89.0,90.0,79.0,95.0,91.0,85.0
09-14,80.0,82.0,90.0,86.0,86.0,92.0,73.0,80.0,82.0,90.0,85.0,85.0,88.0,92.0,85.0
09-15,85.0,77.0,90.0,86.0,84.0,92.0,74.0,83.0,86.0,90.0,82.0,86.0,84.0,95.0,85.0
09-16,86.0,75.0,90.0,82.0,80.0,90.0,81.0,88.0,85.0,87.0,83.0,84.0,85.0,91.0,85.0
09-17,88.0,71.0,82.0,83.0,78.0,94.0,81.0,87.0,88.0,77.0,86.0,85.0,85.0,95.0,84.0
09-18,89.0,74.0,82.0,83.0,79.0,94.0,82.0,86.0,88.0,84.0,86.0,88.0,87.0,95.0,86.0
09-19,88.0,84.0,84.0,84.0,81.0,94.0,86.0,88.0,86.0,88.0,88.0,89.0,85.0,79.0,86.0
09-20,86.0,78.0,84.0,87.0,86.0,91.0,87.0,88.0,88.0,93.0,88.0,77.0,87.0,85.0,86.0
09-21,88.0,76.0,85.0,87.0,87.0,92.0,87.0,89.0,88.0,88.0,81.0,88.0,84.0,87.0,86.0
09-22,88.0,72.0,86.0,85.0,73.0,74.0,87.0,89.0,80.0,88.0,75.0,87.0,79.0,89.0,82.0
09-23,88.0,66.0,74.0,87.0,77.0,78.0,88.0,88.0,76.0,89.0,85.0,74.0,75.0,87.0,81.0
09-24,85.0,72.0,74.0,89.0,77.0,81.0,89.0,86.0,85.0,89.0,89.0,74.0,69.0,89.0,82.0
09-25,88.0,80.0,78.0,87.0,84.0,84.0,86.0,84.0,82.0,88.0,88.0,78.0,72.0,84.0,83.0
09-26,88.0,86.0,82.0,86.0,89.0,87.0,83.0,83.0,79.0,88.0,89.0,81.0,74.0,87.0,84.0
09-27,85.0,83.0,85.0,87.0,91.0,91.0,86.0,82.0,68.0,81.0,89.0,77.0,73.0,89.0,83.0
09-28,80.0,85.0,82.0,85.0,91.0,91.0,88.0,83.0,70.0,75.0,89.0,81.0,76.0,91.0,83.0
09-29,77.0,85.0,80.0,84.0,89.0,92.0,88.0,85.0,82.0,74.0,90.0,68.0,82.0,89.0,83.0
09-30,83.0,87.0,81.0,82.0,82.0,93.0,84.0,84.0,83.0,77.0,93.0,72.0,85.0,86.0,84.0
10-01,86.0,86.0,80.0,84.0,66.0,91.0,84.0,85.0,85.0,77.0,91.0,77.0,83.0,69.0,82.0
10-02,85.0,84.0,80.0,83.0,77.0,84.0,77.0,90.0,82.0,70.0,84.0,81.0,81.0,73.0,81.0
10-03,85.0,85.0,85.0,81.0,77.0,83.0,76.0,89.0,78.0,77.0,79.0,76.0,85.0,75.0,81.0
10-04,83.0,86.0,82.0,69.0,75.0,84.0,73.0,85.0,63.0,81.0,77.0,73.0,89.0,77.0,78.0
10-05,72.0,80.0,78.0,71.0,71.0,73.0,66.0,84.0,64.0,80.0,67.0,76.0,89.0,73.0,75.0
10-06,76.0,73.0,65.0,71.0,72.0,76.0,60.0,81.0,69.0,80.0,69.0,72.0,78.0,74.0,73.0
10-07,85.0,76.0,63.0,75.0,68.0,78.0,54.0,78.0,79.0,79.0,70.0,76.0,78.0,59.0,73.0
10-08,82.0,71.0,70.0,80.0,69.0,72.0,60.0,81.0,78.0,67.0,75.0,75.0,83.0,57.0,73.0
10-09,68.0,66.0,86.0,81.0,75.0,72.0,61.0,82.0,76.0,71.0,79.0,77.0,64.0,63.0,73.0
10-10,65.0,69.0,86.0,77.0,79.0,72.0,71.0,82.0,58.0,77.0,80.0,83.0,70.0,67.0,74.0
10-11,72.0,70.0,86.0,72.0,76.0,75.0,76.0,78.0,62.0,78.0,82.0,83.0,83.0,71.0,76.0
10-12,70.0,75.0,82.0,55.0,75.0,77.0,77.0,62.0,73.0,80.0,83.0,82.0,83.0,67.0,74.0
10-13,73.0,74.0,71.0,59.0,74.0,79.0,78.0,66.0,74.0,69.0,85.0,79.0,83.0,65.0,74.0
10-14,76.0,69.0,69.0,63.0,78.0,81.0,83.0,72.0,66.0,76.0,84.0,86.0,80.0,66.0,75.0
10-15,70.0,61.0,73.0,70.0,76.0,79.0,86.0,78.0,73.0,79.0,84.0,85.0,69.0,55.0,74.0
10-16,74.0,72.0,71.0,75.0,78.0,78.0,86.0,82.0,61.0,83.0,81.0,81.0,79.0,45.0,75.0
10-17,77.0,65.0,69.0,77.0,81.0,75.0,79.0,80.0,68.0,70.0,69.0,82.0,82.0,56.0,74.0
10-18,72.0,58.0,65.0,81.0,86.0,71.0,74.0,75.0,67.0,79.0,73.0,82.0,82.0,59.0,73.0
10-19,63.0,61.0,77.0,77.0,81.0,74.0,78.0,80.0,69.0,76.0,76.0,72.0,77.0,63.0,73.0
10-20,70.0,69.0,81.0,79.0,69.0,72.0,79.0,79.0,73.0,74.0,58.0,71.0,79.0,74.0,73.0
10-21,71.0,62.0,57.0,78.0,67.0,61.0,78.0,76.0,70.0,75.0,59.0,81.0,68.0,75.0,70.0
10-22,75.0,64.0,59.0,61.0,66.0,62.0,76.0,75.0,70.0,76.0,62.0,86.0,73.0,76.0,70.0
10-23,76.0,66.0,67.0,63.0,68.0,64.0,76.0,76.0,75.0,77.0,66.0,81.0,78.0,60.0,71.0
10-24,76.0,63.0,75.0,72.0,75.0,72.0,79.0,74.0,70.0,83.0,68.0,79.0,76.0,62.0,73.0
10-25,75.0,70.0,77.0,75.0,67.0,65.0,73.0,66.0,69.0,83.0,71.0,73.0,76.0,70.0,72.0
10-26,71.0,55.0,79.0,76.0,59.0,66.0,64.0,58.0,69.0,81.0,72.0,77.0,80.0,66.0,70.0
10-27,73.0,61.0,77.0,80.0,65.0,59.0,54.0,63.0,76.0,72.0,75.0,83.0,71.0,71.0,70.0
10-28,67.0,63.0,79.0,77.0,43.0,63.0,59.0,71.0,68.0,74.0,70.0,79.0,71.0,77.0,69.0
10-29,71.0,71.0,78.0,79.0,46.0,78.0,67.0,76.0,64.0,74.0,57.0,79.0,77.0,77.0,71.0
10-30,68.0,71.0,76.0,79.0,54.0,74.0,68.0,75.0,56.0,76.0,58.0,81.0,72.0,71.0,70.0
10-31,65.0,69.0,69.0,77.0,60.0,65.0,75.0,75.0,60.0,80.0,64.0,78.0,73.0,56.0,69.0
11-01,69.0,63.0,71.0,79.0,66.0,67.0,74.0,75.0,63.0,76.0,71.0,73.0,73.0,62.0,70.0
11-02,76.0,68.0,69.0,74.0,70.0,68.0,52.0,72.0,71.0,64.0,75.0,69.0,72.0,65.0,69.0
11-03,74.0,69.0,69.0,73.0,75.0,72.0,62.0,71.0,69.0,56.0,69.0,56.0,73.0,64.0,68.0
11-04,71.0,68.0,70.0,68.0,77.0,72.0,69.0,70.0,66.0,60.0,50.0,62.0,74.0,64.0,67.0
11-05,68.0,64.0,74.0,53.0,81.0,75.0,46.0,71.0,52.0,63.0,52.0,61.0,71.0,69.0,64.0
11-06,74.0,65.0,77.0,51.0,78.0,75.0,48.0,71.0,54.0,68.0,52.0,67.0,70.0,71.0,66.0
11-07,75.0,70.0,76.0,54.0,76.0,72.0,46.0,77.0,61.0,71.0,56.0,69.0,68.0,71.0,67.0
11-08,77.0,80.0,76.0,60.0,69.0,67.0,47.0,73.0,70.0,69.0,63.0,69.0,61.0,59.0,67.0
11-09,72.0,73.0,73.0,64.0,68.0,54.0,51.0,66.0,71.0,74.0,68.0,67.0,76.0,50.0,66.0
11-10,72.0,60.0,73.0,54.0,99.0,56.0,49.0,46.0,66.0,74.0,58.0,63.0,75.0,65.0,65.0
11-11,59.0,64.0,71.0,56.0,,50.0,50.0,44.0,67.0,72.0,51.0,67.0,74.0,54.0,60.0
11-12,66.0,56.0,67.0,59.0,68.0,50.0,64.0,48.0,65.0,69.0,54.0,66.0,68.0,47.0,60.0
11-13,66.0,64.0,73.0,66.0,62.0,53.0,55.0,52.0,67.0,69.0,55.0,68.0,76.0,47.0,62.0
11-14,70.0,65.0,68.0,69.0,56.0,52.0,58.0,56.0,65.0,62.0,58.0,68.0,76.0,48.0,62.0
11-15,51.0,53.0,67.0,60.0,45.0,61.0,60.0,52.0,67.0,66.0,60.0,74.0,72.0,54.0,60.0
11-16,52.0,65.0,68.0,60.0,50.0,64.0,56.0,70.0,61.0,50.0,45.0,71.0,75.0,59.0,60.0
11-17,58.0,68.0,71.0,65.0,52.0,56.0,63.0,67.0,63.0,46.0,52.0,57.0,66.0,63.0,60.0
11-18,54.0,66.0,72.0,68.0,59.0,65.0,64.0,65.0,63.0,50.0,58.0,51.0,52.0,57.0,60.0
11-19,59.0,62.0,78.0,65.0,58.0,66.0,61.0,63.0,67.0,56.0,59.0,67.0,53.0,52.0,62.0
11-20,55.0,65.0,70.0,65.0,60.0,65.0,60.0,65.0,54.0,62.0,64.0,57.0,62.0,47.0,61.0
11-21,58.0,72.0,51.0,65.0,64.0,55.0,55.0,68.0,57.0,57.0,54.0,61.0,66.0,57.0,60.0
11-22,55.0,70.0,48.0,64.0,62.0,49.0,55.0,65.0,45.0,65.0,54.0,56.0,67.0,62.0,58.0
11-23,56.0,64.0,49.0,64.0,52.0,55.0,59.0,61.0,44.0,51.0,58.0,61.0,69.0,61.0,57.0
11-24,60.0,63.0,49.0,57.0,47.0,47.0,65.0,64.0,36.0,51.0,66.0,50.0,75.0,65.0,57.0
11-25,60.0,64.0,50.0,58.0,50.0,37.0,58.0,69.0,46.0,55.0,66.0,52.0,73.0,48.0,56.0
11-26,60.0,60.0,54.0,55.0,52.0,43.0,55.0,63.0,49.0,62.0,57.0,52.0,77.0,51.0,56.0
11-27,40.0,55.0,63.0,52.0,63.0,55.0,53.0,64.0,47.0,63.0,52.0,49.0,71.0,54.0,56.0
11-28,39.0,51.0,52.0,52.0,60.0,43.0,59.0,68.0,48.0,69.0,47.0,44.0,58.0,67.0,54.0
11-29,53.0,40.0,62.0,54.0,50.0,40.0,58.0,68.0,37.0,70.0,45.0,44.0,55.0,60.0,53.0
11-30,60.0,32.0,63.0,62.0,51.0,43.0,65.0,67.0,37.0,66.0,42.0,43.0,65.0,50.0,53.0
12-01,66.0,42.0,52.0,62.0,55.0,52.0,51.0,69.0,37.0,57.0,46.0,42.0,67.0,52.0,54.0
12-02,67.0,57.0,46.0,69.0,54.0,57.0,36.0,68.0,46.0,52.0,49.0,45.0,68.0,48.0,54.0
12-03,59.0,55.0,48.0,56.0,43.0,63.0,41.0,62.0,63.0,49.0,49.0,47.0,69.0,44.0,53.0
12-04,39.0,56.0,53.0,53.0,38.0,61.0,35.0,62.0,49.0,51.0,64.0,49.0,50.0,43.0,50.0
12-05,38.0,19.0,50.0,51.0,50.0,63.0,33.0,70.0,36.0,54.0,55.0,62.0,47.0,49.0,48.0
12-06,46.0,48.0,63.0,54.0,47.0,65.0,32.0,61.0,39.0,51.0,50.0,58.0,49.0,41.0,50.0
12-07,44.0,50.0,61.0,49.0,47.0,56.0,36.0,61.0,46.0,49.0,53.0,51.0,46.0,45.0,50.0
12-08,35.0,48.0,47.0,53.0,41.0,51.0,38.0,62.0,37.0,45.0,57.0,50.0,55.0,49.0,48.0
12-09,41.0,59.0,42.0,47.0,40.0,59.0,41.0,51.0,31.0,43.0,58.0,58.0,51.0,50.0,48.0
12-10,48.0,52.0,36.0,49.0,36.0,59.0,41.0,45.0,32.0,50.0,71.0,67.0,49.0,48.0,49.0
12-11,44.0,50.0,42.0,54.0,39.0,60.0,42.0,48.0,36.0,44.0,60.0,63.0,46.0,56.0,49.0
12-12,42.0,49.0,36.0,55.0,50.0,58.0,48.0,58.0,39.0,63.0,43.0,61.0,51.0,60.0,51.0
12-13,55.0,52.0,31.0,56.0,55.0,63.0,39.0,59.0,49.0,51.0,49.0,65.0,54.0,46.0,52.0
12-14,47.0,54.0,36.0,41.0,47.0,70.0,47.0,43.0,45.0,48.0,39.0,67.0,54.0,44.0,49.0
12-15,32.0,64.0,35.0,44.0,46.0,61.0,41.0,46.0,48.0,45.0,41.0,67.0,51.0,51.0,48.0
12-16,42.0,64.0,40.0,46.0,46.0,47.0,45.0,43.0,51.0,56.0,38.0,61.0,50.0,52.0,49.0
12-17,48.0,49.0,56.0,39.0,46.0,47.0,42.0,49.0,51.0,46.0,41.0,47.0,51.0,53.0,48.0
12-18,52.0,42.0,56.0,44.0,49.0,52.0,44.0,51.0,48.0,44.0,49.0,38.0,51.0,55.0,48.0
12-19,56.0,38.0,51.0,52.0,46.0,56.0,52.0,40.0,58.0,43.0,50.0,40.0,56.0,58.0,50.0
12-20,56.0,46.0,55.0,51.0,45.0,59.0,42.0,35.0,43.0,38.0,49.0,44.0,61.0,58.0,49.0
12-21,55.0,49.0,40.0,47.0,50.0,56.0,47.0,37.0,47.0,51.0,52.0,49.0,47.0,64.0,49.0
12-22,62.0,41.0,39.0,52.0,51.0,59.0,35.0,46.0,47.0,64.0,50.0,43.0,46.0,58.0,50.0
12-23,61.0,39.0,43.0,43.0,42.0,50.0,40.0,54.0,47.0,46.0,54.0,55.0,57.0,56.0,49.0
12-24,58.0,43.0,49.0,46.0,38.0,45.0,42.0,53.0,51.0,48.0,53.0,54.0,61.0,57.0,50.0
12-25,59.0,48.0,37.0,51.0,36.0,41.0,45.0,35.0,46.0,49.0,45.0,38.0,66.0,58.0,47.0
12-26,64.0,54.0,46.0,43.0,35.0,52.0,49.0,51.0,46.0,40.0,33.0,40.0,64.0,48.0,48.0
12-27,51.0,62.0,32.0,32.0,37.0,46.0,50.0,39.0,49.0,37.0,37.0,44.0,63.0,41.0,44.0
12-28,59.0,36.0,38.0,39.0,31.0,44.0,53.0,38.0,51.0,45.0,47.0,47.0,59.0,34.0,44.0
12-29,60.0,37.0,43.0,45.0,39.0,45.0,56.0,37.0,48.0,51.0,41.0,47.0,61.0,32.0,46.0
12-30,58.0,47.0,56.0,49.0,42.0,36.0,63.0,35.0,47.0,53.0,45.0,54.0,66.0,38.0,49.0
12-31,59.0,50.0,42.0,51.0,39.0,27.0,64.0,36.0,55.0,32.0,42.0,51.0,65.0,34.0,46.0
