DAY,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,AVG
08-05,90.0,93.0,92.0,94.0,102.0,102.0,99.0,96.0,96.0,91.0,102.0,94.0,94.0,102.0,96.0
08-06,95.0,96.0,91.0,97.0,96.0,101.0,98.0,100.0,90.0,93.0,101.0,95.0,94.0,103.0,96.0
08-07,94.0,99.0,90.0,94.0,85.0,91.0,98.0,100.0,93.0,93.0,91.0,99.0,94.0,103.0,95.0
08-08,90.0,99.0,94.0,94.0,90.0,94.0,99.0,105.0,96.0,94.0,93.0,99.0,97.0,98.0,96.0
08-09,78.0,94.0,96.0,94.0,94.0,94.0,97.0,102.0,97.0,96.0,98.0,94.0,98.0,96.0,95.0
08-10,81.0,96.0,95.0,97.0,96.0,96.0,98.0,104.0,95.0,96.0,98.0,92.0,99.0,93.0,95.0
08-11,94.0,93.0,92.0,98.0,98.0,96.0,95.0,101.0,96.0,94.0,93.0,93.0,98.0,97.0,96.0
08-12,92.0,93.0,100.0,100.0,100.0,98.0,96.0,102.0,97.0,88.0,96.0,93.0,97.0,97.0,96.0
08-13,90.0,96.0,102.0,98.0,95.0,99.0,92.0,102.0,96.0,87.0,97.0,101.0,94.0,98.0,96.0
08-14,90.0,96.0,97.0,98.0,95.0,99.0,98.0,102.0,98.0,93.0,100.0,103.0,94.0,98.0,97.0
08-15,85.0,94.0,98.0,96.0,93.0,100.0,100.0,98.0,98.0,93.0,103.0,102.0,89.0,95.0,96.0
08-16,90.0,95.0,100.0,97.0,95.0,97.0,99.0,93.0,102.0,97.0,104.0,101.0,91.0,92.0,97.0
08-17,92.0,93.0,93.0,95.0,96.0,95.0,100.0,89.0,102.0,99.0,101.0,97.0,94.0,94.0,96.0
08-18,91.0,95.0,100.0,95.0,98.0,96.0,102.0,91.0,93.0,87.0,101.0,95.0,97.0,96.0,96.0
08-19,93.0,97.0,97.0,96.0,98.0,98.0,97.0,97.0,94.0,84.0,99.0,93.0,97.0,101.0,96.0
08-20,95.0,99.0,96.0,95.0,101.0,100.0,99.0,97.0,98.0,87.0,99.0,93.0,96.0,99.0,97.0
08-21,98.0,101.0,99.0,97.0,101.0,98.0,100.0,95.0,96.0,83.0,96.0,87.0,79.0,96.0,95.0
08-22,98.0,98.0,98.0,99.0,85.0,95.0,101.0,85.0,93.0,83.0,97.0,91.0,95.0,95.0,94.0
08-23,92.0,95.0,98.0,99.0,91.0,99.0,104.0,84.0,90.0,87.0,98.0,85.0,98.0,95.0,94.0
08-24,91.0,93.0,99.0,98.0,89.0,101.0,105.0,90.0,88.0,90.0,101.0,93.0,91.0,94.0,94.0
08-25,94.0,91.0,93.0,96.0,94.0,104.0,102.0,93.0,76.0,86.0,92.0,92.0,97.0,95.0,93.0
08-26,97.0,92.0,93.0,88.0,97.0,97.0,99.0,94.0,84.0,84.0,90.0,88.0,102.0,95.0,93.0
08-27,100.0,96.0,96.0,97.0,102.0,93.0,101.0,96.0,90.0,90.0,96.0,76.0,103.0,95.0,95.0
08-28,102.0,98.0,100.0,102.0,105.0,91.0,99.0,98.0,93.0,95.0,100.0,90.0,103.0,94.0,98.0
08-29,102.0,98.0,103.0,99.0,103.0,85.0,100.0,97.0,91.0,98.0,101.0,97.0,104.0,95.0,98.0
08-30,97.0,97.0,98.0,88.0,101.0,84.0,101.0,93.0,81.0,98.0,98.0,97.0,102.0,95.0,95.0
08-31,98.0,95.0,99.0,86.0,98.0,88.0,99.0,92.0,86.0,97.0,97.0,95.0,99.0,95.0,95.0
09-01,97.0,96.0,103.0,86.0,91.0,93.0,100.0,93.0,86.0,97.0,93.0,94.0,101.0,94.0,95.0
09-02,93.0,98.0,100.0,90.0,96.0,100.0,98.0,95.0,92.0,97.0,93.0,92.0,96.0,93.0,95.0
09-03,94.0,93.0,96.0,94.0,96.0,101.0,96.0,95.0,91.0,97.0,93.0,92.0,96.0,92.0,95.0
09-04,92.0,93.0,97.0,96.0,96.0,100.0,101.0,93.0,91.0,95.0,90.0,87.0,96.0,88.0,94.0
09-05,94.0,96.0,91.0,97.0,85.0,98.0,87.0,93.0,92.0,92.0,90.0,89.0,101.0,93.0,93.0
09-06,95.0,92.0,93.0,100.0,90.0,95.0,88.0,92.0,89.0,94.0,91.0,89.0,97.0,97.0,93.0
09-07,96.0,86.0,93.0,98.0,90.0,88.0,96.0,92.0,82.0,91.0,95.0,86.0,92.0,99.0,92.0
09-08,96.0,81.0,95.0,90.0,91.0,88.0,98.0,95.0,80.0,76.0,97.0,90.0,86.0,101.0,90.0
09-09,89.0,84.0,95.0,92.0,92.0,81.0,92.0,94.0,82.0,81.0,98.0,95.0,78.0,98.0,89.0
09-10,87.0,85.0,96.0,86.0,94.0,84.0,86.0,86.0,73.0,89.0,95.0,95.0,91.0,98.0,89.0
09-11,85.0,91.0,96.0,80.0,97.0,90.0,89.0,80.0,76.0,92.0,99.0,94.0,95.0,97.0,90.0
09-12,84.0,92.0,97.0,88.0,97.0,94.0,87.0,84.0,83.0,94.0,95.0,89.0,96.0,94.0,91.0
09-13,83.0,88.0,98.0,93.0,92.0,94.0,69.0,92.0,87.0,93.0,93.0,86.0,94.0,92.0,90.0
09-14,86.0,86.0,95.0,95.0,87.0,93.0,73.0,91.0,89.0,94.0,89.0,82.0,83.0,96.0,88.0
09-15,87.0,82.0,94.0,95.0,87.0,93.0,80.0,91.0,92.0,96.0,85.0,86.0,85.0,98.0,89.0
09-16,85.0,74.0,91.0,89.0,89.0,94.0,85.0,91.0,92.0,90.0,85.0,87.0,84.0,95.0,88.0
09-17,86.0,79.0,83.0,83.0,90.0,96.0,84.0,90.0,93.0,84.0,85.0,92.0,84.0,95.0,87.0
09-18,89.0,82.0,84.0,86.0,93.0,97.0,89.0,93.0,89.0,89.0,89.0,96.0,86.0,95.0,90.0
09-19,93.0,85.0,85.0,90.0,91.0,98.0,92.0,94.0,89.0,90.0,93.0,95.0,85.0,91.0,91.0
09-20,92.0,78.0,79.0,89.0,92.0,95.0,93.0,95.0,90.0,91.0,96.0,79.0,86.0,90.0,89.0
09-21,89.0,79.0,87.0,88.0,93.0,92.0,93.0,95.0,89.0,89.0,90.0,74.0,82.0,91.0,88.0
09-22,89.0,75.0,71.0,86.0,86.0,84.0,95.0,95.0,74.0,90.0,83.0,82.0,73.0,94.0,84.0
09-23,89.0,77.0,70.0,89.0,87.0,88.0,96.0,93.0,84.0,90.0,93.0,72.0,72.0,94.0,85.0
09-24,86.0,80.0,74.0,93.0,89.0,91.0,95.0,90.0,86.0,93.0,100.0,80.0,70.0,92.0,87.0
09-25,88.0,87.0,77.0,94.0,93.0,96.0,91.0,86.0,83.0,93.0,99.0,84.0,76.0,91.0,88.0
09-26,91.0,90.0,83.0,93.0,96.0,96.0,88.0,87.0,70.0,90.0,95.0,89.0,77.0,94.0,88.0
09-27,88.0,91.0,86.0,91.0,98.0,100.0,91.0,87.0,70.0,72.0,95.0,82.0,83.0,96.0,88.0
09-28,84.0,91.0,86.0,90.0,95.0,93.0,95.0,90.0,78.0,,94.0,85.0,83.0,95.0,89.0
09-29,87.0,92.0,74.0,92.0,90.0,98.0,94.0,92.0,82.0,,95.0,86.0,86.0,90.0,89.0
09-30,89.0,91.0,81.0,91.0,76.0,97.0,91.0,94.0,85.0,80.0,96.0,83.0,87.0,88.0,88.0
10-01,89.0,91.0,81.0,92.0,72.0,91.0,83.0,93.0,85.0,80.0,92.0,86.0,84.0,81.0,86.0
10-02,88.0,86.0,83.0,90.0,78.0,87.0,88.0,94.0,83.0,77.0,83.0,84.0,76.0,76.0,84.0
10-03,87.0,88.0,85.0,82.0,77.0,82.0,84.0,93.0,79.0,86.0,82.0,73.0,82.0,83.0,83.0
10-04,75.0,89.0,86.0,76.0,72.0,83.0,74.0,87.0,67.0,86.0,79.0,76.0,83.0,75.0,79.0
10-05,76.0,86.0,79.0,75.0,67.0,70.0,67.0,86.0,71.0,85.0,67.0,77.0,85.0,76.0,76.0
10-06,82.0,72.0,63.0,80.0,73.0,73.0,60.0,84.0,80.0,87.0,68.0,78.0,80.0,77.0,76.0
10-07,87.0,74.0,68.0,86.0,70.0,70.0,61.0,85.0,83.0,79.0,79.0,84.0,87.0,59.0,77.0
10-08,84.0,78.0,82.0,89.0,73.0,76.0,67.0,84.0,80.0,73.0,86.0,81.0,84.0,69.0,79.0
10-09,74.0,75.0,83.0,87.0,77.0,80.0,70.0,83.0,69.0,76.0,90.0,87.0,71.0,73.0,78.0
10-10,71.0,75.0,82.0,78.0,78.0,81.0,74.0,83.0,57.0,80.0,86.0,87.0,78.0,74.0,77.0
10-11,76.0,77.0,82.0,57.0,77.0,85.0,80.0,74.0,69.0,82.0,88.0,85.0,83.0,69.0,77.0
10-12,81.0,80.0,80.0,56.0,73.0,85.0,83.0,60.0,73.0,81.0,93.0,86.0,82.0,75.0,78.0
10-13,84.0,79.0,71.0,63.0,70.0,87.0,89.0,71.0,72.0,77.0,90.0,85.0,81.0,66.0,78.0
10-14,86.0,66.0,73.0,70.0,76.0,88.0,90.0,80.0,69.0,83.0,93.0,86.0,78.0,69.0,79.0
10-15,80.0,69.0,77.0,80.0,83.0,84.0,89.0,84.0,68.0,82.0,90.0,86.0,81.0,63.0,80.0
10-16,80.0,72.0,71.0,84.0,87.0,85.0,87.0,85.0,69.0,79.0,82.0,81.0,84.0,60.0,79.0
10-17,69.0,66.0,69.0,86.0,90.0,79.0,84.0,84.0,74.0,75.0,75.0,78.0,89.0,68.0,78.0
10-18,58.0,65.0,71.0,85.0,88.0,72.0,84.0,83.0,75.0,81.0,78.0,79.0,83.0,72.0,77.0
10-19,65.0,69.0,82.0,84.0,81.0,74.0,85.0,85.0,78.0,84.0,72.0,77.0,85.0,77.0,78.0
10-20,73.0,77.0,82.0,81.0,67.0,60.0,83.0,82.0,80.0,80.0,70.0,82.0,77.0,80.0,77.0
10-21,79.0,70.0,62.0,83.0,70.0,63.0,81.0,78.0,79.0,80.0,71.0,87.0,70.0,79.0,75.0
10-22,78.0,76.0,67.0,72.0,75.0,58.0,85.0,73.0,80.0,81.0,72.0,88.0,83.0,77.0,76.0
10-23,79.0,80.0,78.0,76.0,76.0,65.0,85.0,74.0,82.0,82.0,74.0,86.0,87.0,76.0,79.0
10-24,78.0,64.0,85.0,80.0,81.0,68.0,83.0,67.0,79.0,84.0,80.0,79.0,84.0,77.0,78.0
10-25,75.0,68.0,83.0,83.0,73.0,67.0,80.0,70.0,79.0,82.0,75.0,75.0,85.0,80.0,77.0
10-26,73.0,61.0,81.0,86.0,71.0,66.0,62.0,66.0,82.0,78.0,78.0,80.0,85.0,79.0,75.0
10-27,73.0,71.0,79.0,88.0,67.0,63.0,65.0,74.0,79.0,74.0,78.0,83.0,80.0,83.0,76.0
10-28,71.0,75.0,84.0,88.0,49.0,73.0,74.0,79.0,66.0,76.0,77.0,81.0,82.0,83.0,76.0
10-29,71.0,73.0,82.0,84.0,52.0,78.0,78.0,82.0,58.0,80.0,68.0,82.0,82.0,78.0,75.0
10-30,72.0,72.0,73.0,83.0,65.0,69.0,79.0,82.0,61.0,83.0,67.0,80.0,80.0,71.0,74.0
10-31,73.0,70.0,75.0,82.0,70.0,69.0,79.0,80.0,66.0,82.0,76.0,72.0,74.0,64.0,74.0
11-01,77.0,69.0,74.0,82.0,78.0,74.0,77.0,78.0,71.0,66.0,81.0,68.0,73.0,72.0,74.0
11-02,77.0,73.0,74.0,73.0,80.0,78.0,63.0,75.0,75.0,60.0,80.0,71.0,70.0,76.0,73.0
11-03,74.0,76.0,77.0,71.0,85.0,83.0,68.0,77.0,70.0,59.0,64.0,79.0,70.0,73.0,73.0
11-04,70.0,73.0,78.0,63.0,84.0,80.0,62.0,78.0,65.0,64.0,50.0,74.0,72.0,71.0,70.0
11-05,72.0,72.0,81.0,57.0,81.0,79.0,50.0,80.0,57.0,73.0,53.0,76.0,69.0,75.0,70.0
11-06,71.0,76.0,82.0,61.0,79.0,76.0,52.0,83.0,65.0,77.0,58.0,77.0,72.0,75.0,72.0
11-07,74.0,82.0,82.0,67.0,75.0,72.0,49.0,80.0,73.0,78.0,64.0,79.0,68.0,74.0,73.0
11-08,75.0,81.0,80.0,72.0,72.0,61.0,53.0,73.0,74.0,79.0,68.0,82.0,73.0,62.0,72.0
11-09,73.0,73.0,73.0,60.0,72.0,55.0,57.0,62.0,73.0,78.0,67.0,80.0,75.0,63.0,69.0
11-10,72.0,66.0,69.0,59.0,75.0,57.0,63.0,49.0,74.0,76.0,55.0,78.0,75.0,68.0,67.0
11-11,61.0,67.0,70.0,63.0,76.0,57.0,60.0,49.0,78.0,73.0,56.0,78.0,73.0,55.0,65.0
11-12,68.0,61.0,69.0,66.0,68.0,59.0,61.0,57.0,77.0,68.0,62.0,75.0,72.0,56.0,66.0
11-13,70.0,64.0,75.0,75.0,61.0,60.0,60.0,64.0,78.0,68.0,66.0,77.0,76.0,58.0,68.0
11-14,73.0,70.0,73.0,73.0,61.0,60.0,60.0,66.0,74.0,63.0,68.0,80.0,75.0,64.0,69.0
11-15,59.0,67.0,76.0,70.0,51.0,67.0,62.0,67.0,70.0,65.0,62.0,79.0,73.0,67.0,67.0
11-16,65.0,72.0,75.0,75.0,60.0,69.0,63.0,69.0,62.0,50.0,49.0,75.0,76.0,67.0,66.0
11-17,69.0,73.0,76.0,80.0,68.0,67.0,66.0,67.0,63.0,55.0,52.0,56.0,68.0,67.0,66.0
11-18,66.0,72.0,78.0,79.0,68.0,70.0,66.0,66.0,66.0,61.0,63.0,63.0,60.0,63.0,67.0
11-19,70.0,76.0,79.0,77.0,65.0,68.0,60.0,66.0,63.0,63.0,66.0,68.0,66.0,63.0,68.0
11-20,68.0,77.0,72.0,74.0,69.0,61.0,60.0,70.0,63.0,65.0,70.0,72.0,69.0,65.0,68.0
11-21,68.0,77.0,58.0,72.0,63.0,53.0,56.0,71.0,59.0,64.0,66.0,56.0,72.0,68.0,64.0
11-22,65.0,73.0,62.0,69.0,64.0,49.0,63.0,70.0,48.0,64.0,65.0,61.0,79.0,61.0,64.0
11-23,69.0,69.0,51.0,71.0,56.0,53.0,68.0,71.0,47.0,57.0,69.0,63.0,81.0,63.0,63.0
11-24,71.0,65.0,58.0,72.0,57.0,49.0,62.0,75.0,52.0,59.0,68.0,60.0,80.0,62.0,64.0
11-25,71.0,64.0,58.0,67.0,64.0,43.0,63.0,73.0,56.0,64.0,59.0,66.0,81.0,59.0,63.0
11-26,61.0,60.0,61.0,59.0,68.0,50.0,62.0,70.0,62.0,67.0,53.0,64.0,82.0,61.0,63.0
11-27,45.0,57.0,61.0,52.0,67.0,63.0,67.0,70.0,63.0,75.0,48.0,49.0,73.0,66.0,61.0
11-28,49.0,51.0,56.0,56.0,57.0,49.0,65.0,71.0,63.0,74.0,47.0,50.0,63.0,67.0,58.0
11-29,57.0,39.0,63.0,62.0,59.0,43.0,67.0,68.0,61.0,71.0,48.0,49.0,62.0,63.0,58.0
11-30,61.0,44.0,52.0,66.0,63.0,48.0,70.0,66.0,61.0,67.0,51.0,51.0,67.0,54.0,59.0
12-01,67.0,53.0,52.0,73.0,64.0,56.0,46.0,66.0,59.0,63.0,53.0,51.0,74.0,54.0,59.0
12-02,63.0,52.0,50.0,69.0,60.0,67.0,44.0,68.0,66.0,62.0,61.0,50.0,73.0,50.0,60.0
12-03,55.0,50.0,53.0,62.0,51.0,66.0,40.0,65.0,65.0,57.0,66.0,52.0,71.0,50.0,57.0
12-04,48.0,56.0,59.0,59.0,50.0,65.0,44.0,69.0,54.0,60.0,62.0,61.0,51.0,53.0,56.0
12-05,51.0,60.0,66.0,58.0,51.0,67.0,42.0,71.0,38.0,63.0,60.0,59.0,53.0,51.0,56.0
12-06,53.0,62.0,58.0,60.0,48.0,67.0,43.0,66.0,42.0,63.0,64.0,58.0,57.0,54.0,57.0
12-07,54.0,65.0,56.0,54.0,45.0,62.0,47.0,64.0,47.0,64.0,62.0,52.0,55.0,52.0,56.0
12-08,52.0,65.0,44.0,49.0,40.0,67.0,51.0,64.0,38.0,61.0,67.0,56.0,60.0,58.0,55.0
12-09,51.0,64.0,46.0,50.0,42.0,64.0,55.0,57.0,36.0,63.0,67.0,60.0,63.0,58.0,55.0
12-10,58.0,53.0,49.0,54.0,42.0,64.0,57.0,54.0,42.0,66.0,70.0,63.0,61.0,60.0,57.0
12-11,61.0,55.0,45.0,61.0,47.0,64.0,57.0,61.0,48.0,62.0,55.0,64.0,62.0,61.0,57.0
12-12,58.0,59.0,47.0,61.0,52.0,68.0,45.0,61.0,51.0,62.0,50.0,63.0,66.0,62.0,58.0
12-13,57.0,60.0,45.0,59.0,52.0,74.0,49.0,57.0,55.0,50.0,57.0,65.0,68.0,56.0,57.0
12-14,53.0,65.0,44.0,43.0,53.0,69.0,50.0,45.0,53.0,52.0,48.0,69.0,61.0,55.0,54.0
12-15,47.0,69.0,47.0,45.0,54.0,59.0,48.0,44.0,57.0,49.0,44.0,68.0,65.0,66.0,54.0
12-16,52.0,63.0,53.0,45.0,56.0,49.0,52.0,47.0,63.0,53.0,45.0,60.0,61.0,67.0,55.0
12-17,51.0,47.0,55.0,36.0,57.0,51.0,59.0,49.0,64.0,47.0,49.0,44.0,53.0,59.0,52.0
12-18,52.0,45.0,55.0,38.0,58.0,55.0,52.0,53.0,66.0,52.0,58.0,46.0,56.0,60.0,53.0
12-19,59.0,42.0,55.0,43.0,57.0,59.0,51.0,41.0,57.0,54.0,62.0,51.0,61.0,63.0,54.0
12-20,61.0,46.0,56.0,44.0,56.0,60.0,47.0,43.0,52.0,55.0,50.0,54.0,61.0,71.0,54.0
12-21,70.0,49.0,41.0,48.0,55.0,55.0,51.0,53.0,56.0,55.0,54.0,53.0,42.0,64.0,53.0
12-22,71.0,43.0,41.0,49.0,49.0,56.0,42.0,57.0,55.0,66.0,52.0,47.0,50.0,63.0,53.0
12-23,68.0,52.0,48.0,41.0,46.0,49.0,49.0,57.0,58.0,56.0,56.0,49.0,58.0,65.0,54.0
12-24,69.0,55.0,59.0,46.0,46.0,53.0,53.0,54.0,60.0,55.0,54.0,52.0,65.0,63.0,56.0
12-25,68.0,61.0,41.0,51.0,47.0,59.0,54.0,46.0,58.0,48.0,46.0,42.0,65.0,54.0,53.0
12-26,65.0,62.0,47.0,38.0,46.0,51.0,58.0,46.0,59.0,44.0,40.0,44.0,65.0,52.0,51.0
12-27,61.0,59.0,37.0,37.0,49.0,52.0,57.0,48.0,63.0,44.0,45.0,48.0,68.0,47.0,51.0
12-28,67.0,50.0,43.0,43.0,45.0,54.0,59.0,46.0,59.0,47.0,47.0,51.0,67.0,42.0,51.0
12-29,60.0,51.0,46.0,52.0,50.0,49.0,63.0,50.0,54.0,49.0,47.0,58.0,72.0,44.0,53.0
12-30,61.0,51.0,51.0,55.0,48.0,37.0,68.0,42.0,57.0,46.0,47.0,55.0,72.0,52.0,53.0
12-31,63.0,55.0,48.0,58.0,49.0,31.0,64.0,42.0,63.0,29.0,46.0,50.0,69.0,42.0,51.0
